,volume,close,open,high,low,label,rsi
0,0.05181560965086288,0.06839848020567209,-0.03311743539698259,0.2958221556045087,-0.2619842742156722,H,0.44769425340458346
1,-0.027371931381949044,0.06838815168257181,0.0723761364644471,-0.07818747401996017,0.025030799305779974,H,0.4465032409563431
2,-0.07470732282640029,0.06937426831351477,0.07262842678858045,-0.12918980711745182,0.04797152183555529,H,0.4454417243323339
3,-0.031143690070506113,0.07370263312420151,0.07094753423933138,-0.037208360557647584,0.03875512387935326,H,0.44560775296586974
4,-0.049504864862730556,0.0531797297694585,0.07538846304603448,-0.03095856642773601,-0.01751414703116209,H,0.4404254069248343
5,-0.042055787929543266,0.04142628498595753,0.047271166903843434,0.005507187159146661,0.08893443895466241,H,0.4388428731028424
6,-0.04144080010874471,0.03637223439274294,0.047620726652554894,-0.04426201727993579,0.07662000961626443,H,0.4362103090075065
7,-0.034250726975578766,0.031167036792667458,0.034260818318917224,-0.019396255029881324,0.1271133604215544,H,0.43528928792709004
8,-0.03244989227523778,0.03128787534725955,0.030980599883815924,-0.14239606832339086,0.001968173910537724,H,0.4350248198328152
9,0.016754232530314578,0.06816225608461278,0.030517219043102603,0.005032466302223798,-0.043370443065416764,H,0.44451227579353636
10,-0.008208450032645094,0.06873733023677872,0.07077553642525343,-0.1174961119595948,0.07614176118984639,H,0.44383912359666006
11,0.11413857643880113,0.08046386977174322,0.06802253986008786,0.11738377774468743,0.08937647705427162,H,0.4468779551035781
12,0.003327861632527554,0.05355135475143931,0.07847477488070882,-0.00041009862150547096,-0.0336998302053086,H,0.4415426764749794
13,0.01727124965679738,0.06668777772694905,0.05190957027528452,-0.02644035931876423,0.009493155036631139,H,0.44526005545043135
14,0.155199736869676,0.07565244683215731,0.06536721050447229,0.04106619934853807,0.017176471974427496,H,0.4478695189906145
15,0.4521007213960625,0.12079016030759646,0.0749911482153526,0.05955538545867376,-0.05641944398669246,H,0.4596846112111369
16,-0.023694965818147017,0.008277970465622805,0.09993101712553965,0.5771952581652442,-0.24632789869854904,H,0.4406781800465207
17,-0.04744225497333883,0.04830594730396714,0.0024711002236896523,0.05970960293246883,-0.05077698712489861,H,0.45170179740056426
18,-0.014346424791785977,0.04616760370467068,0.051351229449499505,-0.06690374559570623,0.01848689167895674,H,0.45053461804647194
19,-0.0010472342996369565,0.05793676683037129,0.05013938095717677,0.04005827341388337,0.052468786004017325,H,0.45219883200322486
20,-0.0524554416925838,0.09476062799138621,0.06057815568222407,0.1572416104581802,-0.026228972852031122,H,0.4603560824963896
21,-0.06964411106501132,0.09076319757035241,0.09665151860240015,-0.061316197275113,0.07196397852105775,H,0.4590974480029882
22,0.011324526537440689,0.07729616282007876,0.09105896959904261,-0.07816575935255199,-0.004053543854728231,H,0.4561867235156217
23,-0.03187555323564642,0.08033690705766947,0.07275040044488067,-0.022444562819543667,0.06417726515765773,H,0.45791847064660784
24,-0.07870425311512962,0.09193209526472396,0.08215885735226618,-0.07940731323031756,-0.10064059482845986,H,0.460123518778493
25,0.02490865335063679,0.10422862123648312,0.08543320551641351,-0.061215079757447936,-0.11006238585089181,H,0.464669203355131
26,-0.056581566628741566,0.11163242414481854,0.10262168671015948,-0.030986104377255755,0.009575915271910576,H,0.46693078430745627
27,-0.07409705920003931,0.1346936751026744,0.11258487280794537,-0.04205742733877663,0.03455102818817616,H,0.47250643063751807
28,-0.07085501661803005,0.15304644969714934,0.14124298298552596,-0.05015902394022917,0.09443358812476621,H,0.4754246921122317
29,-0.05417038894255338,0.16041335518567232,0.15282910732266644,-0.05828276765405475,0.03192303180789231,H,0.47757085414506223
30,-0.09478103416329858,0.14728536843389745,0.16263833789919857,-0.027530567188672507,0.07781833862123431,H,0.47421911226823693
31,-0.06495109899952159,0.15575682424964546,0.15018079520589372,-0.06150299624337967,0.08532872519534326,H,0.4756099360577163
32,-0.07894663241080054,0.14636473875807554,0.15311940988187822,-0.08140627249955144,0.04001182203245479,H,0.47392544108413326
33,-0.07472239078535124,0.16561476834907274,0.14928536369977283,-0.01650165697019126,0.06643143218673651,H,0.47796251068867185
34,-0.06433666260659027,0.16783171113823217,0.16343648659522,-0.10655306484998017,-0.09745266551782898,H,0.47896984921437
35,-0.06331299692753087,0.16788881765929597,0.1720537110348762,-0.10184715359157759,0.045219645799420824,H,0.4778262495229996
36,-0.060032327010967515,0.16882269107077716,0.16715700587414983,-0.07168819126864094,0.06622913613477063,H,0.47798325467407277
37,-0.04419985243344151,0.1943810785321744,0.1683519569310688,-0.02218708272796236,-0.000971204557247765,H,0.4846356268666556
38,-0.056904916070281954,0.1788522505147194,0.1906507843130289,-0.04438766090807611,0.0550687101212542,H,0.48187552811920575
39,-0.02578040351329671,0.18045506225464555,0.17940096421806845,0.004923297105482193,0.011408773232603904,H,0.4821101875033046
40,-0.002274446361087475,0.17377456847786366,0.17838351076439646,-0.09301207231296184,-0.020140874683468233,H,0.4809394847195264
41,0.2282203266340404,0.13810148278005185,0.17459218169518442,0.01347026139970819,-0.03831155273786918,H,0.4725556074813169
42,0.05662111536811414,0.21553251610319357,0.15599050011711715,0.325157516079138,-0.30984425409159416,H,0.4880615397584352
