volume,close,open,high,low,label,rsi
0.38554784593615454,-0.11900614826949968,-0.12801037266976842,-0.1391785436343906,-0.0917652473736484,H,0.44381309202342256
0.1689002104793816,-0.1970430647497198,-0.14914442053660898,0.319377779855836,-0.2633148618117042,H,0.4341467505591561
-0.002774723125461933,-0.1986328990456711,-0.1887155154589201,0.10073703292259896,-0.1264830868436597,H,0.43187706144003113
-0.002831629220379931,-0.20036859026872178,-0.20024802906972197,-0.01611480854319952,0.06962083501178706,H,0.43148793012392217
-0.03471614445731243,-0.19927963075952548,-0.19399406782901815,0.08111157780569808,0.08571655514908955,H,0.4301042709783803
-0.05814996146460835,-0.1557041885785198,-0.1958567543188576,0.07720062302756467,-0.040857299966854305,H,0.4404519942694736
-0.057255379398369256,-0.15709591481154217,-0.1534110228490991,-0.04876756851500781,0.1194359617552638,H,0.43951010911705896
-0.05712479983072224,-0.1663453283767019,-0.15411937471044154,-0.01432905467719314,0.09621491395536935,H,0.4367856934715959
-0.03339119921958762,-0.16622644948768528,-0.16465919427192607,-0.09296211368308054,0.10647402322374498,H,0.4362406711532499
-0.04883835489034337,-0.16409668401828426,-0.16455225421947378,-0.05660360241895496,0.081417024558952,H,0.436103573765682
-0.04246210934970316,-0.16064223134454395,-0.16182309723797253,-0.05274230125565912,0.09184385274485267,H,0.436103573765682
0.2497545598763953,-0.15404628860638403,-0.15941228564675156,-0.1655805959012593,-0.02944483565353713,H,0.4372709826031824
-0.029937671510886815,-0.16124329549182487,-0.15318715897975527,-0.051341447129875255,0.10751133307498764,H,0.4353148627947401
0.08062669120823857,-0.1374699233097647,-0.15937218109524826,0.09984038224654283,0.02342499018026838,H,0.4410938218153275
0.010688357713386335,-0.12305133187924944,-0.13131657680269349,0.11238356861693304,0.08194658406268135,H,0.44315062233330876
-0.05062207350112121,-0.13613647489604863,-0.11896731671606607,-0.07371078744008493,-0.04138386845703913,H,0.4393253785267621
-0.0744890569938797,-0.1348783247844119,-0.13499391674899705,-0.13457307807098517,0.07798315567178243,H,0.4391838825702803
-0.044493692607319536,-0.15691836086765873,-0.13439377937048508,-0.03258692311221196,0.020846140620127424,H,0.43418111118047314
-0.02112311363327396,-0.15156517999232366,-0.1540361919732638,-0.16907644452008155,0.030474488151148935,H,0.4345468038121899
-0.005217960196758553,-0.13796031477164614,-0.14842727171927392,-0.03470615871456026,0.08763398681110872,H,0.4371131283223996
-0.03399202157483414,-0.12478220036072626,-0.13691572677043373,-0.09485236927457892,0.01889553720044477,H,0.44017654741469925
-0.055822477566176344,-0.13801129146252636,-0.12447431686185664,-0.01278917815699784,0.09608370665048112,H,0.43706391142276396
-0.033969646183069316,-0.13926121815095893,-0.1369585970360951,-0.11727148585477692,0.12688001758462322,H,0.4363490861628578
-0.007486122263102098,-0.1347111089795409,-0.13821930309571734,-0.10573662633380071,0.1359251036476834,H,0.437091312776562
0.013752086669079878,-0.11693860982795917,-0.13172439847580159,-0.040415931225202685,0.0881532854625502,H,0.44098590516997527
0.027499073038711994,-0.11486268556420477,-0.11673333020416424,-0.1506010666007543,0.09158754295828818,H,0.44135686157381343
0.32789464876788516,-0.12818077046872603,-0.11332910806745021,-0.062133817370215456,-0.0211908362136308,H,0.43798853386850956
-0.0035377813881025022,-0.11409093416012553,-0.11441403095710555,-0.0677228778857354,-0.2100034692506574,H,0.43784212485846574
