volume,close,open,high,low,label,rsi
0.029831977093082877,0.3308704191748887,0.2828449316906511,0.25007739382468663,-0.0587402656549779,H,0.5025474540718708
-0.04683639036436652,0.32438700301135004,0.332457990168149,-0.030196573199209677,-0.08023276376502587,H,0.5040032358398583
-0.036618613483125166,0.2975535646314288,0.3204943949366169,-0.0318749091828954,-0.09050912640650668,H,0.5011762215215962
-0.04652275362154021,0.2866618872361392,0.299642604759127,-0.03822776749729083,0.05977883181846319,H,0.5002891036462359
-0.04666263532452008,0.2946224955095837,0.28750273650199304,-0.02243083357632682,-0.06361308765621289,H,0.5049011301897807
-0.036342456053218425,0.2928630463225461,0.292235964904472,-0.06524650403021742,-0.023774586130032298,H,0.5079198741655366
0.03182621087924605,0.3027940772321663,0.2897132090480566,0.051304091337219464,-0.05550380873492647,H,0.5147487824063313
0.09114141715903043,0.30055456990531254,0.30247969757818394,-0.068690830223101,-0.1017594837916939,H,0.5175049246551395
0.14233767863251512,0.30429719799136923,0.29756883400780176,-0.0043395109637061405,-0.04015577654176358,H,0.5231045349119833
0.03206211296320208,0.2821815603986319,0.30282901320359096,-0.061325124364238114,0.0488065828625456,H,0.5196738083198885
0.05874350986445294,0.27754806048589487,0.2822338313573433,-0.037980647687461,0.06566347576658939,H,0.5212755964141859
0.02025646340253309,0.24516619050122426,0.2767537769191208,0.04020443950360732,-0.09050364143602714,H,0.5130472539729233
0.13556771311507024,0.25060372645068213,0.24387897810688078,-0.020322436259197146,0.004591802640371511,H,0.5175902856109901
0.04630044388201554,0.2503781139194879,0.2502121633422413,-0.03985551686590708,0.04583524725881479,H,0.5201265265297821
0.06334190259705902,0.24738634180262614,0.24974743002280547,-0.04516577089994857,-0.052382504590508736,H,0.5218155368548804
0.3425989285643279,0.2458008943192901,0.24731943719346736,-0.02159831815737002,0.12181375956069225,H,0.5237861800044108
0.010638691273909743,0.22379693700739678,0.21177263793638615,0.23170589090999102,-0.28748987558360767,H,0.5303875472904451
-0.03298602214901998,0.23082658023430683,0.2248600734700547,-0.027083252512876927,-0.18545771520354046,H,0.5351473739428445
-0.03774974204962456,0.24919998903323629,0.2289087401474467,0.09669852988531456,-0.14452201833406308,H,0.5453967592214943
-0.07685568271741922,0.2080741360514228,0.2512314555564381,0.20318625808921648,-0.16575137356366867,H,0.530633062017299
-0.07925390204218662,0.20350724972255924,0.2110081339016984,0.2124114375076387,0.1250071145470238,H,0.5300306052010333
-0.08280860497311868,0.19301772302777134,0.20963728773787535,0.022990873169176987,-0.09272921965772073,H,0.5254216781968527
-0.06795960457643999,0.17917077582882893,0.19216127544200381,-0.06078050687193761,0.04044262287136402,H,0.5219910249628734
-0.07186304061314619,0.1917815875436932,0.17984509053671532,0.02953782337771205,-0.22201427016494274,H,0.5281998658841895
-0.09671630584299333,0.18524909498957684,0.19053260725340096,-0.04947755765417349,0.06763628085421244,H,0.5279995374625642
-0.07838806521340617,0.19275594443901217,0.18566674141944586,-0.019635200637154047,0.02574207499370733,H,0.5325774914451005
-0.14006980264734822,0.1820193199195024,0.19430011884395465,-0.05100727882275076,-0.06664635487529598,H,0.5292857194569615
-0.12566501659635854,0.18180330885991952,0.18318298910448336,-0.08975473910362872,0.01687691486100445,H,0.5304677552118467
-0.12471712086219684,0.1821865156885329,0.18252390142697295,-0.07294833731862373,0.10169153610514262,H,0.532084907912964
-0.134364955268174,0.17890570815290366,0.18204876711549728,-0.12290609223218599,-0.011966184398034452,H,0.5325383071216102
-0.11868796891994234,0.169877889674297,0.1796404474086258,-0.025007102303719813,0.10619097095612473,H,0.5298638416679005
-0.0730927194770885,0.16296837377633722,0.17082769211391485,-0.09434396080443214,0.06544013409546062,H,0.527893982140606
-0.11362822817696863,0.16045258283910066,0.1629652368753736,-0.10076637575286809,0.09105436821183209,H,0.5282627581458247
-0.06542430050177206,0.16084103576487352,0.16089143830867786,0.07466832022919703,0.1306894799156405,H,0.5296512011916061
