open,high,low,close,volume,label,rsi
-0.041010524812339924,-0.13444230024299955,0.0007357698796215858,-0.04805118038997773,0.2843950082859119,S,0.39487946755548653
-0.2515542866470583,0.25982963996397945,-0.3372498407696915,-0.32038686643972225,0.1962605929725117,S,0.3578838567007449
-0.2927476210011537,-0.03361463366861474,-0.0008041326568195042,-0.27288452598392665,0.009660707986423716,H,0.3575171724449834
-0.24960960648018424,-0.07598007909101158,-0.06731188424296483,-0.25189505736868545,0.10533722023196951,H,0.3455503666961111
-0.23782547598325463,-0.026261452296411206,0.006018267987788254,-0.19894952924323853,-0.009889372106631591,H,0.3711459352749187
-0.19052304735931685,-0.07641244412871095,0.06671970342870007,-0.1628811629362631,0.03731972146320499,H,0.3922866861203764
-0.1550308073239201,0.0958103275101382,-0.0020130778823323143,-0.1453637780919631,0.014129953781010828,H,0.40003183849877316
-0.14180370133569778,0.06642584573860308,0.14613346634882762,-0.1347304680763969,-0.06413711477293418,H,0.40593735736085235
-0.12658736340376958,0.12883299706256388,-0.07652558036435012,-0.20635986374299975,-0.0060618506165135,H,0.351902198564144
-0.19558962918330763,0.015859760098574247,-0.005540064598927703,-0.15980131646858134,-0.09771314905512818,H,0.378662667619224
-0.1480355859608176,-0.05764017774846488,-0.08653165209555339,-0.16145276579877593,-0.026956106626853344,H,0.3645008384627094
-0.1573229252742294,0.11871241713542253,0.07818406945706119,-0.17852600042042535,-0.09733480843301429,H,0.34307975052145523
-0.17751744916015683,-0.1147247224639203,-0.046169944897041064,-0.17110460775612518,-0.02223642676533988,H,0.3376665450206495
-0.16943205285248017,0.019665187559235832,0.1473771878155789,-0.16797753352204728,-0.07802164608954652,H,0.32922530969221997
-0.165952278586572,-0.011360412864121004,0.1134226524590079,-0.1492984429158334,-0.08857456279457275,H,0.3348284306779985
-0.14951741335959187,-0.09013395876979183,0.09613128531647129,-0.133926821481767,-0.07670531401228617,H,0.34268191584252833
-0.1303000138863069,-0.09508626053623437,0.024962074527447087,-0.13670235788735002,-0.09728517702136569,H,0.33030339230514527
-0.13563881908724543,0.03380391501375451,-0.07609025767438651,-0.09156011320985923,-0.04812915879345974,H,0.3828130896512512
-0.08835280647464828,-0.02429745682577066,0.09646717199386172,-0.1073760371841853,-0.06531517650848087,H,0.3628322708797112
-0.10649300804359828,-0.10354421865530353,0.045069624835010404,-0.09117031132254387,-0.058690086200999504,H,0.37458389955271854
-0.09203267891461972,-0.06669615602434709,0.11199979631424953,-0.07486900324281397,-0.06773788161107938,H,0.39018007020544215
-0.07347254047533566,0.14586472714414705,0.12391452071120797,-0.06850431266030488,-0.05320955114039446,H,0.39050938255576134
-0.0610543271252838,-0.04341013905268693,0.03951054948133049,-0.0429413607907937,-0.046140446646570334,H,0.4071569025108157
-0.03967857952370813,0.14337261280388652,-0.1026161852778216,-0.07894585475532678,-0.03502987441713838,H,0.3759713487005726
-0.08092783720505022,0.15527278736793707,0.053181036024144215,-0.05803886246074904,0.21786907135604983,H,0.3951127857809121
-0.05926946849888566,-0.061340944227213895,0.09868303729579253,-0.07273442702093307,0.10121081895527109,H,0.38577671689696375
-0.08597628960653912,0.01658625568620788,0.051640472598509596,-0.13332628693068904,0.30196708451938126,H,0.3673136759527181
-0.06159412804536525,0.2357320895176259,-0.08797181185248454,-0.10296377254872173,0.039759564344199486,H,0.350527892053306
-0.10146835017187474,-0.01615262277984849,-0.1349393486507723,-0.047066394822603795,-0.018045459264518393,H,0.37268740409860857
-0.006747342239079857,-0.05925742617517412,-0.07081819165044397,-0.07676355664361398,0.01499454672559114,H,0.34904775936590327
-0.07384538715020295,0.0934366166230544,0.01667760787997715,0.0023390133193137244,-0.006929007831758472,H,0.37861515473613333
