time,open,high,low,close,volume
2020-02-12 17:45:00,171.98539632799998,171.98539632799998,171.98539632799998,171.98539632799998,148
2020-02-12 17:00:00,171.98539632799998,171.98539632799998,171.98539632799998,171.98539632799998,94071
2020-02-12 16:15:00,171.98539632799998,171.98539632799998,171.98539632799998,171.98539632799998,7162
2020-02-12 16:00:00,171.965486002,172.194454751,171.82611372,171.955530839,95888
2020-02-12 15:45:00,172.04512730599998,172.065037632,171.82611372,171.94557567599998,16199
2020-02-12 15:30:00,172.25418573,172.274096056,172.084947958,172.084947958,10320
2020-02-12 15:15:00,172.527952713,172.542885457,172.24423056700002,172.313916708,4416
2020-02-12 15:00:00,172.079373067,172.527952713,172.079373067,172.51799755,9103
2020-02-12 14:45:00,172.015261817,172.16458926200002,171.915710187,172.094903121,7628
2020-02-12 14:30:00,172.094903121,172.16458926200002,171.905755024,171.975441165,5141
2020-02-12 14:15:00,172.03517214299998,172.194454751,172.03517214299998,172.06951745599997,5665
2020-02-12 14:00:00,171.905755024,172.065037632,171.905755024,172.015261817,4016
2020-02-12 13:45:00,171.885844698,171.99535149099998,171.85597920900003,171.92566535,4499
2020-02-12 13:30:00,171.741494834,171.836068883,171.69500422299998,171.82611372,4012
2020-02-12 13:15:00,172.33382703400002,172.33382703400002,171.76638274200002,171.76638274200002,3650
2020-02-12 13:00:00,172.343782197,172.35373736,172.219342659,172.323871871,2836
2020-02-12 12:45:00,172.323871871,172.542885457,172.323871871,172.323871871,4869
2020-02-12 12:30:00,172.16458926200002,172.318894289,172.094903121,172.318894289,5921
2020-02-12 12:15:00,172.518395756,172.602616435,172.12476861,172.224320241,8806
2020-02-12 12:00:00,172.56279578299998,172.941091978,172.503064805,172.57275094599999,10235
2020-02-12 11:45:00,172.35373736,172.602616435,172.35373736,172.51301996799998,11543
2020-02-12 11:30:00,172.28405121900002,172.373647686,171.955530839,172.373647686,7683
2020-02-12 11:15:00,172.413468338,172.532930294,172.303961545,172.303961545,13146
2020-02-12 11:00:00,172.56279578299998,172.712123228,172.373647686,172.443333827,12325
2020-02-12 10:45:00,172.672302576,172.77185420700002,172.403513175,172.45328899,7144
2020-02-12 10:30:00,172.094903121,172.463244153,172.094903121,172.403513175,5069
2020-02-12 10:15:00,172.29400638200002,172.413468338,171.6966966,171.865934372,11032
2020-02-12 10:00:00,172.712123228,172.89629374400002,172.224320241,172.303961545,12703
2020-02-12 09:45:00,172.732033555,173.946563443,172.493109642,172.493109642,40636
2020-02-12 09:30:00,173.30943301,173.30943301,173.30943301,173.30943301,109
2020-02-11 16:15:00,173.17732515,173.17732515,173.17732515,173.17732515,7487
2020-02-11 16:00:00,173.351148104,173.351148104,172.968737607,173.17732515,56329
2020-02-11 15:45:00,173.117728709,173.425643655,173.028334048,173.336248993,20937
2020-02-11 15:30:00,172.685654511,173.087930489,172.685654511,173.07799774900002,9409
2020-02-11 15:15:00,173.05813226799998,173.14752693,172.780015543,172.809813764,9329
2020-02-11 15:00:00,172.95254724,173.14752693,172.84954472400003,172.84954472400003,6618
2020-02-11 14:45:00,172.6210917,172.97867034700002,172.55156251900002,172.97867034700002,6624
2020-02-11 14:30:00,172.491966078,172.680688141,172.270465971,172.51183155799998,8350
2020-02-11 14:15:00,172.59129347900003,172.750217322,172.51183155799998,172.55156251900002,7219
2020-02-11 14:00:00,172.83961198400002,172.92900664599998,172.38767230599998,172.59129347900003,7497
2020-02-11 13:45:00,172.948872126,172.95880486599998,172.58136073900002,172.84954472400003,10348
2020-02-11 13:30:00,173.117728709,173.117728709,172.829679244,172.899208425,4363
2020-02-11 13:15:00,173.21705611099998,173.52497105700002,173.117728709,173.117728709,11613
2020-02-11 13:00:00,173.12766144900002,173.23692159200002,173.028334048,173.226988851,5238
2020-02-11 12:45:00,172.953341859,173.13759419,172.953341859,173.07799774900002,7217
2020-02-11 12:30:00,172.909141165,173.23692159200002,172.909141165,173.14752693,5969
2020-02-11 12:15:00,172.56149525900003,172.919073906,172.56149525900003,172.879342945,7880
2020-02-11 12:00:00,172.362840455,172.67075540099998,172.313176754,172.64095718,7991
2020-02-11 11:45:00,172.01519454900003,172.392638676,171.93573262700002,172.29331127400002,7465
2020-02-11 11:30:00,172.174118392,172.352907715,172.025127289,172.025127289,6789
2020-02-11 11:15:00,172.10458921,172.43236963599998,171.975463588,172.134387431,14747
2020-02-11 11:00:00,172.43236963599998,172.43236963599998,171.876136186,172.025127289,10811
2020-02-11 10:45:00,173.018401307,173.068065008,172.38270593599998,172.39541984299998,9498
2020-02-11 10:30:00,173.260859495,173.375979954,172.988603087,172.988603087,10405
2020-02-11 10:15:00,172.879342945,173.385912694,172.84954472400003,173.207123371,13070
2020-02-11 10:00:00,173.048199528,173.068065008,172.710486362,172.710486362,7739
2020-02-11 09:45:00,173.008468567,173.723625861,172.750217322,173.068065008,17142
2020-02-10 16:15:00,172.025127289,172.025127289,171.329835476,171.329835476,14373
