time,open,high,low,close,volume,label
2018-11-19 07:15:00,831.0,831.0,831.0,831.0,100,S
2018-11-19 09:45:00,829.9,839.3760000000002,827.9264,838.3637,18442,S
2018-11-19 10:00:00,836.64,839.23,833.67,837.61,15754,S
2018-11-19 10:15:00,836.51,836.51,830.04,830.85,11486,S
2018-11-19 10:30:00,831.34,831.8315,829.05,831.14,6915,S
2018-11-19 10:45:00,831.26,831.79,830.38,831.65,6498,S
2018-11-19 11:00:00,833.04,835.79,832.475,835.79,6262,S
2018-11-19 11:15:00,834.92,836.79,833.92,835.07,7102,S
2018-11-19 11:30:00,835.17,837.1,835.17,835.82,9211,S
2018-11-19 11:45:00,835.8398,835.8398,832.42,834.76,10402,S
2018-11-19 12:00:00,835.37,836.71,833.35,834.45,9283,S
2018-11-19 12:15:00,835.52,836.0,832.9318,832.9318,10191,S
2018-11-19 12:30:00,833.65,834.8,832.77,833.72,16551,S
2018-11-19 12:45:00,833.51,835.14,832.175,835.14,7832,S
2018-11-19 13:00:00,834.74,834.76,832.32,834.18,4469,S
2018-11-19 13:15:00,835.11,836.0,833.4038,833.73,13411,S
2018-11-19 13:30:00,833.8947,834.05,830.6,830.88,13108,H
2018-11-19 13:45:00,830.5,833.12,828.21,832.2,6977,H
2018-11-19 14:00:00,831.73,832.425,829.69,829.69,6043,H
2018-11-19 14:15:00,828.85,831.89,828.85,830.63,9345,H
2018-11-19 14:30:00,830.5210000000002,832.76,829.89,830.6601,8366,H
2018-11-19 14:45:00,830.83,830.9,828.52,830.58,9367,H
2018-11-19 15:00:00,829.96,831.685,829.69,831.685,5060,H
2018-11-19 15:15:00,831.25,834.26,830.29,833.725,12326,H
2018-11-19 15:30:00,833.485,834.23,830.34,831.03,11125,H
2018-11-19 15:45:00,831.12,831.77,828.24,828.24,14367,H
2018-11-19 16:00:00,827.9,829.84,827.42,829.66,26681,H
2018-11-19 16:15:00,829.35,829.35,829.35,829.35,433,H
2018-11-19 17:00:00,829.35,829.35,829.35,829.35,448,H
2018-11-19 18:30:00,829.35,829.35,829.35,829.35,495,H
2018-11-20 08:45:00,820.0,820.0,820.0,820.0,100,H
2018-11-20 09:45:00,813.66,822.61,805.64,814.5017,22052,H
2018-11-20 10:00:00,814.96,820.55,814.0,814.01,14084,B
2018-11-20 10:15:00,813.02,817.48,812.92,812.92,11734,H
2018-11-20 10:30:00,812.385,818.87,812.385,816.26,8838,H
2018-11-20 10:45:00,815.3674,818.45,815.3674,816.68,19380,H
2018-11-20 11:00:00,815.87,817.34,814.42,817.18,14373,B
2018-11-20 11:15:00,818.0,818.0,811.77,811.77,10728,B
2018-11-20 11:30:00,810.93,811.23,806.87,808.4,12649,B
2018-11-20 11:45:00,807.56,809.74,806.1,808.93,18529,B
2018-11-20 12:00:00,808.89,808.89,804.98,806.24,21188,B
2018-11-20 12:15:00,807.22,809.24,805.28,805.52,10242,B
2018-11-20 12:30:00,805.03,805.61,804.29,805.295,7012,B
2018-11-20 12:45:00,805.12,806.09,802.54,802.54,9546,B
2018-11-20 13:00:00,803.18,805.01,801.4,803.935,21960,B
2018-11-20 13:15:00,802.9236,803.66,797.99,797.99,10480,B
2018-11-20 13:30:00,798.04,799.76,798.04,798.41,9718,B
2018-11-20 13:45:00,798.8,801.31,797.09,800.875,8681,B
2018-11-20 14:00:00,800.47,801.6,798.18,799.32,13568,B
2018-11-20 14:15:00,798.14,800.1,797.68,799.64,15326,B
2018-11-20 14:30:00,799.72,800.81,797.8,798.044,11791,B
2018-11-20 14:45:00,797.91,799.15,797.16,797.62,20163,B
2018-11-20 15:00:00,796.89,797.78,795.37,795.37,14923,B
2018-11-20 15:15:00,795.64,797.05,794.19,796.89,14608,B
2018-11-20 15:30:00,796.82,797.42,795.73,795.73,24813,B
2018-11-20 15:45:00,795.805,798.76,795.16,795.575,24102,B
2018-11-20 16:00:00,795.58,795.87,793.06,793.11,45873,B
2018-11-20 16:15:00,793.11,793.11,793.11,793.11,4493,B
2018-11-20 16:30:00,793.11,793.11,793.11,793.11,619,B
2018-11-21 09:45:00,801.0,809.54,799.37,803.2775,17079,B
2018-11-21 10:00:00,805.64,814.0,805.64,810.0,14860,B
2018-11-21 10:15:00,810.9,811.17,808.79,811.1,15616,H
2018-11-21 10:30:00,810.635,810.635,808.735,809.41,6546,H
2018-11-21 10:45:00,809.08,811.52,808.98,810.39,6025,H
2018-11-21 11:00:00,810.86,817.2,810.86,816.43,8741,H
2018-11-21 11:15:00,815.835,816.12,813.38,814.14,9123,H
2018-11-21 11:30:00,814.36,814.36,812.87,813.48,7981,H
2018-11-21 11:45:00,813.635,815.365,813.635,813.95,6153,H
2018-11-21 12:00:00,813.94,814.45,813.21,813.77,4176,H
2018-11-21 12:15:00,814.24,815.705,813.6315,813.6315,7916,H
2018-11-21 12:30:00,814.12,814.12,811.5,812.82,3077,H
2018-11-21 12:45:00,812.92,816.34,812.92,814.78,7576,H
2018-11-21 13:00:00,813.9987,814.685,811.92,813.66,4556,H
2018-11-21 13:15:00,813.605,816.42,813.605,815.38,9183,H
2018-11-21 13:30:00,815.22,815.71,814.65,815.28,4609,H
2018-11-21 13:45:00,815.245,815.66,814.64,815.66,5705,H
2018-11-21 14:00:00,815.215,817.27,814.28,815.38,8316,H
2018-11-21 14:15:00,815.845,816.7147,815.03,815.89,6132,H
2018-11-21 14:30:00,815.89,817.42,815.59,817.42,6259,H
2018-11-21 14:45:00,817.4,819.1,817.0,818.88,10196,H
2018-11-21 15:00:00,818.79,820.38,818.79,820.17,10200,S
2018-11-21 15:15:00,820.1,822.01,819.95,821.485,10896,S
2018-11-21 15:30:00,821.23,821.23,819.46,819.93,9638,S
2018-11-21 15:45:00,819.835,819.835,818.065,818.065,10842,H
2018-11-21 16:00:00,818.37,820.02,818.37,819.0,23039,H
2018-11-21 16:15:00,819.21,819.21,819.21,819.21,2171,S
2018-11-23 09:45:00,815.22,821.455,815.22,819.14,10709,S
2018-11-23 10:00:00,817.67,823.685,817.19,823.685,6274,S
2018-11-23 10:15:00,824.61,824.99,822.99,823.6325,6340,S
2018-11-23 10:30:00,823.34,824.13,819.59,821.82,14375,S
2018-11-23 10:45:00,821.2,823.81,821.2,821.98,8424,S
2018-11-23 11:00:00,821.995,823.28,820.77,823.28,12126,S
2018-11-23 11:15:00,823.75,824.39,821.74,822.2,5889,S
2018-11-23 11:30:00,822.53,824.47,822.53,823.64,4645,S
2018-11-23 11:45:00,824.99,827.99,824.41,827.88,8969,S
2018-11-23 12:00:00,828.3,829.52,828.27,828.27,7033,S
2018-11-23 12:15:00,828.7015,830.03,827.15,828.56,8548,S
2018-11-23 12:30:00,828.23,828.65,827.46,828.58,4633,S
2018-11-23 12:45:00,829.42,832.14,829.42,831.41,9545,S
2018-11-23 13:00:00,830.93,831.4,826.7,827.21,16026,S
2018-11-23 13:15:00,827.53,827.53,827.53,827.53,8647,S
2018-11-26 09:45:00,835.4,842.0996,832.9125,835.975,22587,S
2018-11-26 10:00:00,836.32,841.99,836.32,841.9297,20369,S
2018-11-26 10:15:00,840.76,840.84,834.205,834.205,13438,S
2018-11-26 10:30:00,833.26,834.49,830.69,833.26,13756,S
2018-11-26 10:45:00,832.75,833.93,826.33,830.35,20110,S
2018-11-26 11:00:00,829.045,829.96,827.33,829.29,12969,S
2018-11-26 11:15:00,829.62,831.675,828.31,831.675,11244,S
2018-11-26 11:30:00,831.19,831.19,826.54,826.54,10464,S
2018-11-26 11:45:00,825.7,825.7,822.57,824.36,10672,S
2018-11-26 12:00:00,825.01,828.64,824.82,827.56,11901,S
2018-11-26 12:15:00,827.03,830.44,826.68,829.1,11011,S
2018-11-26 12:30:00,829.1,830.9,828.64,830.77,6949,S
2018-11-26 12:45:00,830.02,830.78,826.46,826.7107,12142,S
2018-11-26 13:00:00,826.6,828.0073,825.45,827.7495,15945,S
2018-11-26 13:15:00,827.65,828.4654,825.76,827.32,17625,S
2018-11-26 13:30:00,827.8,828.09,825.75,827.79,16132,S
2018-11-26 13:45:00,827.96,828.39,824.51,825.835,17259,S
2018-11-26 14:00:00,825.554,827.49,823.59,825.92,12382,S
2018-11-26 14:15:00,826.53,826.78,824.6,826.78,11542,S
2018-11-26 14:30:00,826.75,827.0,824.58,825.83,10076,S
2018-11-26 14:45:00,825.77,826.3,823.27,824.09,12065,H
2018-11-26 15:00:00,824.1,824.31,821.545,822.8,12692,H
2018-11-26 15:15:00,823.25,824.225,820.225,820.7807,19447,H
2018-11-26 15:30:00,820.68,820.74,818.59,819.12,14995,H
2018-11-26 15:45:00,819.25,820.45,818.48,818.7,21018,H
2018-11-26 16:00:00,818.75,820.72,818.36,820.53,39278,H
2018-11-26 16:15:00,820.0,820.0,820.0,820.0,7765,H
2018-11-26 16:45:00,820.0,820.0,820.0,820.0,319,H
2018-11-27 09:45:00,820.0,834.56,819.98,830.0,13601,H
2018-11-27 10:00:00,831.07,832.67,829.84,832.07,13617,S
2018-11-27 10:15:00,830.54,834.45,829.62,834.4,7649,S
2018-11-27 10:30:00,833.35,833.35,831.8,831.8,5373,S
2018-11-27 10:45:00,831.1,832.06,828.905,829.78,10895,H
2018-11-27 11:00:00,830.545,833.455,830.45,832.77,3283,H
2018-11-27 11:15:00,832.08,833.21,829.59,830.425,9392,H
2018-11-27 11:30:00,831.01,832.56,829.93,830.0,4929,H
2018-11-27 11:45:00,830.18,832.54,830.13,830.13,8866,H
2018-11-27 12:00:00,830.12,831.08,829.68,830.26,4313,H
2018-11-27 12:15:00,829.65,830.92,828.59,830.1,10409,H
2018-11-27 12:30:00,829.445,830.75,829.01,829.01,9045,H
2018-11-27 12:45:00,828.73,830.15,828.61,829.805,4999,H
2018-11-27 13:00:00,829.61,830.47,829.21,829.4680000000002,6413,H
2018-11-27 13:15:00,829.82,830.32,829.12,829.975,7165,H
2018-11-27 13:30:00,830.48,831.605,829.7,831.605,10221,H
2018-11-27 13:45:00,831.91,832.86,830.74,830.74,8375,H
2018-11-27 14:00:00,831.23,832.86,831.23,832.86,8460,H
2018-11-27 14:15:00,833.06,834.85,833.06,833.85,6056,H
2018-11-27 14:30:00,833.94,834.0,832.35,833.4,6167,H
2018-11-27 14:45:00,833.365,834.8,832.8,834.57,7979,H
2018-11-27 15:00:00,834.6,835.795,834.18,834.18,11317,H
2018-11-27 15:15:00,834.23,835.105,833.91,834.75,5252,H
2018-11-27 15:30:00,834.75,836.12,834.55,836.065,15746,H
2018-11-27 15:45:00,836.32,837.0199,836.02,836.4,13356,H
2018-11-27 16:00:00,836.58,837.16,833.79,835.41,30000,H
2018-11-27 16:15:00,835.23,835.23,835.23,835.23,3619,H
2018-11-27 18:30:00,833.431,833.431,833.431,833.431,763,H
2018-11-28 09:45:00,835.38,840.65,832.7,832.89,15249,H
2018-11-28 10:00:00,833.57,840.24,833.21,836.8,11061,H
2018-11-28 10:15:00,835.24,837.95,833.01,834.275,12597,H
2018-11-28 10:30:00,834.24,835.06,833.11,833.31,14525,H
2018-11-28 10:45:00,832.85,833.49,831.51,831.62,7351,H
2018-11-28 11:00:00,831.51,832.91,830.07,831.39,11720,H
2018-11-28 11:15:00,832.11,832.78,830.52,830.52,12685,H
2018-11-28 11:30:00,830.52,830.82,826.6,827.99,15112,H
2018-11-28 11:45:00,828.32,829.04,827.87,828.74,2138,H
2018-11-28 12:00:00,830.24,832.99,829.21,830.91,9453,H
2018-11-28 12:15:00,830.71,837.46,830.71,835.86,15841,H
2018-11-28 12:30:00,835.98,838.66,835.34,836.72,7812,H
2018-11-28 12:45:00,837.36,837.36,835.19,836.68,10509,H
2018-11-28 13:00:00,837.53,838.24,836.275,837.4,10716,H
2018-11-28 13:15:00,837.81,837.81,835.81,837.03,8935,H
2018-11-28 13:30:00,836.64,838.005,836.34,837.16,8143,H
2018-11-28 13:45:00,836.64,837.78,835.67,836.43,7550,H
2018-11-28 14:00:00,835.925,836.38,834.33,835.34,5757,H
2018-11-28 14:15:00,835.61,835.64,833.57,834.02,7373,H
2018-11-28 14:30:00,833.58,833.58,831.99,832.5,8112,H
2018-11-28 14:45:00,831.61,833.84,831.61,832.78,6797,H
2018-11-28 15:00:00,833.62,833.73,832.53,832.59,6787,H
2018-11-28 15:15:00,832.775,833.06,830.73,832.675,10662,H
2018-11-28 15:30:00,832.794,832.9254,831.2,831.85,11257,H
