time,open,high,low,close,volume,label
2018-11-20 09:30:00,106.432138599,106.593069521,106.432138599,106.593069521,400,H
2018-11-20 09:45:00,106.41320555,108.06984739399999,106.318540302,107.000130089,97290,S
2018-11-20 10:00:00,106.78240001799999,108.950234203,106.78240001799999,107.67225335100001,124244,S
2018-11-20 10:15:00,107.662786827,108.344376614,107.32199193299999,108.29231072700001,88032,S
2018-11-20 10:30:00,108.332448793,108.45797491200001,107.946782571,108.060380869,61484,S
2018-11-20 10:45:00,108.060380869,108.060380869,107.02852966299999,107.161061011,56202,S
2018-11-20 11:00:00,107.075862288,107.312525408,106.64986867,106.64986867,59521,H
2018-11-20 11:15:00,106.654601933,106.791866543,106.384805975,106.791866543,21169,H
2018-11-20 11:30:00,106.81079959200001,106.91966462799999,106.57517779,106.653371285,25999,H
2018-11-20 11:45:00,106.640402146,106.640402146,106.053477607,106.337473351,46625,H
2018-11-20 12:00:00,106.299607252,106.621469096,105.71268271299999,105.77894838700001,43109,H
2018-11-20 12:15:00,105.873613635,106.351673138,105.826281011,105.854680585,33723,H
2018-11-20 12:30:00,105.788414911,106.091343706,105.599084415,105.92094625899999,34575,H
2018-11-20 12:45:00,105.854680585,106.08187718100001,105.703216188,105.72214923799999,20988,H
2018-11-20 13:00:00,105.69374966299999,106.08187718100001,105.69374966299999,105.826281011,26337,H
2018-11-20 13:15:00,105.849947323,106.00614498200001,105.684283138,105.987211933,29865,H
2018-11-20 13:30:00,105.987211933,106.072410656,105.74108228700001,105.86414711,25762,H
2018-11-20 13:45:00,105.873613635,106.34693987600001,105.816814486,106.313807039,18365,S
2018-11-20 14:00:00,106.34693987600001,106.64986867,106.29014072700001,106.621469096,27971,S
2018-11-20 14:15:00,106.58360299700001,106.68773477,106.432138599,106.536270373,27270,S
2018-11-20 14:30:00,106.536270373,106.70666781899999,106.3942725,106.403739025,27427,S
2018-11-20 14:45:00,106.422672075,106.81079959200001,106.204942004,106.214408529,37972,S
2018-11-20 15:00:00,106.186008954,106.30907377700001,106.072410656,106.11974328,31366,S
2018-11-20 15:15:00,106.167075904,106.299607252,105.93987930899999,106.04060313299999,35456,S
2018-11-20 15:30:00,105.97774540799999,106.44160512399999,105.93987930899999,106.356406401,21451,S
2018-11-20 15:45:00,106.36113966299999,106.640402146,106.24280810299999,106.24280810299999,42551,S
2018-11-20 16:00:00,106.233341578,106.337473351,106.15760938,106.252274628,79244,S
2018-11-20 16:15:00,106.29014072700001,106.29014072700001,106.29014072700001,106.29014072700001,4424,S
2018-11-21 09:45:00,106.34693987600001,106.68773477,105.523352216,106.318540302,32970,S
2018-11-21 10:00:00,106.370606188,106.621469096,105.987211933,106.375339451,26625,S
2018-11-21 10:15:00,106.36587292600001,106.52680384799999,106.015611507,106.015611507,17468,S
2018-11-21 10:30:00,106.015611507,106.015611507,105.395554131,105.627483989,22695,S
2018-11-21 10:45:00,105.684283138,105.99667845799999,105.674816614,105.88308016,17872,S
2018-11-21 11:00:00,105.868880372,106.148142855,105.646417039,106.08187718100001,16904,S
2018-11-21 11:15:00,106.100810231,106.110276755,105.77894838700001,105.968278883,15008,S
2018-11-21 11:30:00,105.93987930899999,106.11501001799999,105.797881436,106.00614498200001,19756,S
2018-11-21 11:45:00,106.02233274,106.08187718100001,105.76001533700001,105.76001533700001,9239,S
2018-11-21 12:00:00,105.703216188,105.703216188,105.002693351,105.097358599,26362,H
2018-11-21 12:15:00,105.129639449,105.296155621,104.63349888299999,105.229889947,39889,H
2018-11-21 12:30:00,105.286689096,105.447620018,104.80389633,105.07842555,35492,H
2018-11-21 12:45:00,105.07842555,105.106825124,104.624032358,104.624032358,28653,H
2018-11-21 13:00:00,104.60509930799999,104.709231081,104.45363491100001,104.642965408,28345,H
2018-11-21 13:15:00,104.609832571,104.609832571,104.13177306700001,104.141239592,42399,H
2018-11-21 13:30:00,104.15070611700001,104.406302287,104.13177306700001,104.406302287,31466,H
2018-11-21 13:45:00,104.406302287,104.47256796100001,104.27377094,104.321103564,19607,H
2018-11-21 14:00:00,104.33057008799999,104.36843618799999,104.15070611700001,104.15070611700001,12771,H
2018-11-21 14:15:00,104.15070611700001,104.23590484,104.074973918,104.13177306700001,13457,H
2018-11-21 14:30:00,104.11284001799999,104.33530335100001,104.074973918,104.321103564,15473,H
2018-11-21 14:45:00,104.321103564,104.321103564,104.11284001799999,104.198038741,29222,H
2018-11-21 15:00:00,104.15070611700001,104.207505266,103.819377748,103.885643422,36639,H
2018-11-21 15:15:00,103.904576471,104.183838954,103.885643422,103.914042996,30656,H
2018-11-21 15:30:00,103.904576471,104.13177306700001,103.86671037200001,103.86671037200001,40430,H
2018-11-21 15:45:00,103.87617689700001,103.93297604600001,103.743645549,103.80991122299999,45881,H
2018-11-21 16:00:00,103.838310798,104.207505266,103.82884427299999,104.13177306700001,98189,H
2018-11-21 16:15:00,104.122306542,104.122306542,104.122306542,104.122306542,15528,H
2018-11-21 16:45:00,104.122306542,104.122306542,104.122306542,104.122306542,354,H
2018-11-23 09:45:00,104.23590484,104.728164131,103.7247125,104.15070611700001,17206,H
2018-11-23 10:00:00,104.093906968,104.661898457,103.99924172,104.576699734,18512,H
2018-11-23 10:15:00,104.586166259,104.75656370600001,104.321103564,104.61456583299999,12862,H
2018-11-23 10:30:00,104.63349888299999,104.775496755,103.95190909600001,103.96137562,11575,H
2018-11-23 10:45:00,103.95190909600001,104.728164131,103.904576471,104.56912651399999,18063,H
2018-11-23 11:00:00,104.567233209,104.78496328,104.377902713,104.75656370600001,16305,H
2018-11-23 11:15:00,104.75656370600001,104.83229590399999,104.60509930799999,104.76603023,13422,H
2018-11-23 11:30:00,104.83229590399999,105.050025975,104.822829379,104.926961152,12738,H
2018-11-23 11:45:00,104.860695479,104.983760301,104.75656370600001,104.85122895399999,11404,H
2018-11-23 12:00:00,104.865428741,105.021626401,104.344769876,104.538833635,13342,H
2018-11-23 12:15:00,104.567233209,104.73763065600001,104.548300159,104.661898457,13421,H
2018-11-23 12:30:00,104.661898457,105.068959025,104.661898457,105.03582618799999,13326,H
2018-11-23 12:45:00,105.03345955700001,105.03345955700001,104.69976455700001,104.780230018,37343,S
2018-11-23 13:00:00,104.813362855,105.050025975,104.63349888299999,104.73763065600001,43655,S
2018-11-23 13:15:00,104.80389633,104.80389633,104.80389633,104.80389633,46173,S
2018-11-26 09:45:00,104.36843618799999,105.551751791,104.02764129399999,105.144691223,44222,S
2018-11-26 10:00:00,105.27722257100001,105.27722257100001,104.813362855,104.97429377700001,27068,H
2018-11-26 10:15:00,105.01689313799999,105.01689313799999,104.02764129399999,104.283237464,37326,H
2018-11-26 10:30:00,104.29185200200001,104.377902713,103.93297604600001,104.13650633,28542,H
2018-11-26 10:45:00,104.15070611700001,104.292703989,103.66791335100001,103.781511649,30006,H
2018-11-26 11:00:00,103.781511649,104.235431514,103.582714627,103.582714627,38983,H
2018-11-26 11:15:00,103.615847464,103.838310798,103.29871888299999,103.459649805,70702,H
2018-11-26 11:30:00,103.459649805,103.6868464,103.383917606,103.573248103,35018,H
2018-11-26 11:45:00,103.582714627,103.596914415,103.12832143600001,103.30818540700001,47123,H
2018-11-26 12:00:00,103.30818540700001,103.355518032,103.109388386,103.185120585,37139,H
2018-11-26 12:15:00,103.22298668399999,103.251386259,102.967390514,103.099921861,32683,H
2018-11-26 12:30:00,103.09045533700001,103.232453209,103.09045533700001,103.213520159,40352,H
2018-11-26 12:45:00,103.213520159,103.22298668399999,102.654995195,102.778060017,48362,H
2018-11-26 13:00:00,102.82539264100001,102.853792216,102.550863422,102.664461719,30903,H
2018-11-26 13:15:00,102.683394769,103.147254485,102.62186235799999,102.967390514,33250,H
2018-11-26 13:30:00,102.972123776,103.383917606,102.80645959200001,103.30818540700001,57246,H
2018-11-26 13:45:00,103.317651932,103.355518032,103.06205576200001,103.166187535,44952,H
2018-11-26 14:00:00,103.19458711,103.26085278299999,103.07152228700001,103.118854911,43439,H
2018-11-26 14:15:00,103.137787961,103.213520159,102.957923989,103.05069593200001,38420,H
2018-11-26 14:30:00,103.07152228700001,103.232453209,102.99579008799999,103.118854911,48068,H
2018-11-26 14:45:00,103.114594975,103.185120585,103.02418966299999,103.02418966299999,45548,H
2018-11-26 15:00:00,103.014723138,103.10465512399999,102.86325874100001,103.04312271200001,42403,H
2018-11-26 15:15:00,103.080988812,103.12358817299999,102.778060017,102.796993067,39718,H
2018-11-26 15:30:00,102.796993067,102.90112484,102.711794344,102.83959242899999,47141,H
2018-11-26 15:45:00,102.834859166,103.20405363399999,102.778060017,103.09045533700001,85497,H
2018-11-26 16:00:00,103.12832143600001,103.17565406,102.92005789,103.166187535,185667,H
2018-11-26 16:15:00,103.56378157799999,103.56378157799999,103.19458711,103.19458711,152706,H
2018-11-26 16:45:00,103.19458711,103.19458711,103.19458711,103.19458711,20279,H
2018-11-27 09:45:00,103.336584982,103.502249166,102.380465975,102.380465975,92773,H
2018-11-27 10:00:00,102.43726512399999,102.927725775,102.153269379,102.74019391799999,92469,H
2018-11-27 10:15:00,102.70232781899999,102.967390514,102.52246384700001,102.84432569100001,38700,H
2018-11-27 10:30:00,102.778060017,102.910591365,102.47513122299999,102.53666363399999,63353,H
2018-11-27 10:45:00,102.531930372,102.796993067,102.484597748,102.617129095,45503,H
2018-11-27 11:00:00,102.62659562,102.749660443,102.181668953,102.255034521,74033,H
2018-11-27 11:15:00,102.285800726,102.74019391799999,102.25266789,102.664461719,68939,H
2018-11-27 11:30:00,102.673928244,102.70232781899999,102.08113446,102.105936755,45705,H
