time,open,high,low,close,volume,label
2018-11-19 09:45:00,94.8842283635,95.2485040433,94.62540090690001,95.1165979024,11348,H
2018-11-19 10:00:00,95.32519366,95.6511245314,94.9034007677,94.9034007677,41398,H
2018-11-19 10:15:00,94.9034007677,95.2053661338,94.77878014049999,94.8897883608,18924,H
2018-11-19 10:30:00,94.92736627299999,94.92736627299999,94.6541595132,94.67333191739999,6981,H
2018-11-19 10:45:00,94.7500215342,94.76919393840001,94.443263067,94.6541595132,10329,H
2018-11-19 11:00:00,94.6158147048,94.73084913,94.4720216733,94.66374571530001,9319,H
2018-11-19 11:15:00,94.6829181195,95.03760759709999,94.6541595132,94.8458835551,7807,H
2018-11-19 11:30:00,94.7883663426,94.8938145656,94.66374571530001,94.8794352625,5994,H
2018-11-19 11:45:00,94.8027456457,94.81712494889999,94.5621319731,94.57746989639999,8713,H
2018-11-19 12:00:00,94.5582974922,94.6829181195,94.4720216733,94.4911940775,7868,H
2018-11-19 12:15:00,94.4911940775,94.4911940775,94.16526320620001,94.2611252272,23692,H
2018-11-19 12:30:00,94.1845314724,94.37615965239999,94.1077459936,94.37615965239999,9351,H
2018-11-19 12:45:00,94.3569872482,94.3857458545,94.2323666209,94.3857458545,12550,H
2018-11-19 13:00:00,94.3857458545,94.7116767258,94.3474010461,94.6769746742,8451,H
2018-11-19 13:15:00,94.72126292790001,94.9129869698,94.634987109,94.9129869698,6419,H
2018-11-19 13:30:00,94.826711151,94.9129869698,94.70209052370001,94.9034007677,13633,H
2018-11-19 13:45:00,94.9034007677,94.91778007090001,94.76919393840001,94.9129869698,13778,H
2018-11-19 14:00:00,94.9034007677,94.9129869698,94.7116767258,94.7500215342,13307,H
2018-11-19 14:15:00,94.67333191739999,94.6925043216,94.5295388859,94.66853881629999,17836,H
2018-11-19 14:30:00,94.63978021,94.8075387468,94.56788369430001,94.66374571530001,9651,H
2018-11-19 14:45:00,94.634987109,95.028021395,94.51995268379999,95.028021395,33829,H
