open,high,low,close,volume,label,rsi
188.097398345,188.482863099,187.993980972,188.40765046400003,73775,B,44.268975698995945
188.38884730599997,188.77431206,188.163209401,188.22902045599997,114591,B,44.09880909569812
188.163209401,188.426453623,187.805949385,188.294831512,59522,B,44.276573753967945
188.294831512,188.351240988,187.74953990900002,187.843555703,37019,B,43.795380522442855
187.871760441,188.135004663,187.79654780599998,188.07859518700002,34616,B,44.07610353268977
188.05039044900002,188.840123115,187.636720957,188.125603083,64777,B,44.178275132865465
188.163209401,188.70850100400003,188.163209401,188.633288369,67339,B,44.81331464321961
188.60508363099999,188.793115218,188.38884730599997,188.793115218,36468,B,45.06523219146641
188.821319956,189.272595766,188.548674155,188.93084835599998,80404,B,45.21204325642543
188.97644601599998,188.99994996400002,188.71790258299998,188.934138909,38684,B,45.16505878958371
188.971745226,189.028154702,188.53927257599997,188.793115218,61815,B,44.966229039024
188.793115218,188.887131012,188.360642568,188.38875329,47246,B,44.51913896622599
188.364685247,188.38884730599997,188.059792028,188.21961887700002,68964,B,44.35968067820885
188.21961887700002,188.351240988,187.993980972,188.23842203599997,69921,B,44.385700512646004
188.266626774,188.633288369,188.08799676599997,188.61448521,109748,B,44.866381314401394
188.61448521,188.75550890099998,188.445256782,188.652091528,223232,B,44.91824817549269
189.902501583,189.902501583,188.106799925,188.67089468700001,72866,B,43.56560828886863
188.677193745,189.00935154400003,187.664925695,188.116201504,52837,B,42.97161783035295
188.22902045599997,188.37944572599997,187.61791779799998,187.664925695,54847,B,42.38600973237209
187.664925695,188.059792028,187.486295687,187.965776234,37610,B,42.80493475175309
187.93757149599998,188.426453623,187.674327274,188.08799676599997,79586,B,43.013721192050724
188.02218571,188.37944572599997,187.904665968,188.210217298,69039,B,43.27456780373597
188.18201256,188.830721536,188.144406242,188.511067837,75698,B,43.72881540960839
188.52987099599997,188.661493107,188.294831512,188.501666258,45453,B,43.698588823602364
188.47346152,188.61448521,188.257225195,188.360548552,29295,B,43.57706686082899
188.360642568,188.75550890099998,188.266626774,188.746107322,53017,B,44.11175716692775
188.802516798,190.635824774,188.802516798,190.438391607,127906,H,46.288624484943014
190.56061213900003,190.57001371799998,189.836690528,190.21275370200001,72998,H,45.90546287156881
190.297367917,190.457194766,189.836690528,190.062328433,68737,H,45.64817279167614
190.09993475,190.269163179,189.74267473400002,190.07173001200002,77971,H,45.61725398694869
190.08113159099997,190.39138371,189.89686063599999,190.38198213099997,49462,H,46.01034419399038
190.38198213099997,190.955478472,190.287966337,190.955478472,33196,H,46.74975568247231
190.946076893,191.275132171,190.84265952,191.181116377,38123,H,47.04926575862933
191.15291163900002,191.378549544,190.86146267900003,190.889667417,42667,H,46.75246431784564
190.91627388599997,191.237525853,190.814454782,191.237525853,42361,H,47.16238230236732
191.16231321799998,191.387951123,190.955478472,191.218722694,42685,H,47.23426252009263
191.237525853,191.500770075,191.16231321799998,191.500770075,38838,H,47.56969795534967
191.500770075,191.651195345,191.28453375,191.34094322599998,39545,H,47.385389223444236
191.31273848799998,191.35034480599998,191.02128952799998,191.246927432,49640,H,47.30932769333905
191.209321115,191.43495902,190.98368321,191.406754282,72958,H,47.56379194426623
191.387951123,191.63239218599998,191.228124274,191.47256533700002,115588,H,47.67293504006685
191.47256533700002,192.121274313,191.47256533700002,192.093069575,245890,H,48.46564965529649
191.669998504,192.807589607,191.406754282,192.746479341,112902,H,49.7953376070598
192.74177855099998,192.91100698,191.45376217900002,191.64179376599998,47534,H,48.50653271183962
191.669998504,191.74521113900002,191.01188794799998,191.16221920200002,31116,H,47.92944365112182
191.237525853,191.237525853,190.701729845,190.917872155,32122,H,47.570407760268594
190.974281631,192.08366799599997,190.974281631,191.44436059900002,57150,H,48.1460623185587
191.45376217900002,191.72640798,191.105903742,191.637092976,30149,H,48.3688624329295
191.63004179200001,191.63004179200001,190.53240740099997,191.044793476,67258,H,47.70939108723739
