open,high,low,close,volume,label,rsi
-0.0487065854103617,0.2264866368040362,-0.10063070834458528,0.049612270388256746,0.36587604179387034,H,0.5228990083799369
0.05236383959610784,0.060990727384394816,-0.061662541178932884,-0.013845862113266914,-0.017751493306188422,H,0.5141338560765925
-0.01289617644565894,-0.062306906394734116,0.0700319113147145,-0.012940060564628396,-0.07289302702243702,H,0.5143442141822765
-0.010323833632164086,0.050655047897441366,0.06454656060264403,0.01749076950824507,0.010201768600092432,H,0.5181286389443773
0.011734151799488952,-0.1143002640841778,-0.042869290685472815,0.006600008514466098,-0.08421201479775058,H,0.5176769481199076
0.0075867078960515635,-0.07169716081238965,0.11646024286807044,0.019746284134954713,-0.08893538401211287,H,0.5193659566051633
0.022491076267846296,-0.07057699384958979,0.07121376744754057,0.025103495964402263,-0.0770977996470429,H,0.5197896181147507
0.027825379387635123,0.047324504521703725,-0.05971311466621149,0.08733916010946455,0.031857231674495654,H,0.5273470287274924
0.08851393801489629,0.08089494022443781,-0.0399902662782526,0.12556554331735773,-0.03141985528841756,H,0.5322513857992979
0.11733018590305287,-0.011670877888445376,0.023532524489795238,0.0856398543533143,0.04008442425008255,H,0.5280751538234005
0.09022071553501955,-0.003334375643662407,0.06958876563230783,0.10799747283511742,-0.044188364313857156,H,0.5305498374784509
0.10932937465469478,0.01409315087540584,0.059496764699814464,0.08049747503923287,-0.07300283903316866,H,0.5268377677447718
0.08172553582359698,-0.047196580389144704,0.1026080445755081,0.0902357035386186,-0.03923868434010627,H,0.5281933791887198
0.09063475151314641,-0.07385107512776319,-0.002390827973096118,0.10930483867034034,-0.046883201342213326,H,0.5308938882853338
0.1089940791486924,-0.05258902855727845,0.04936946566708228,0.11249775822938035,0.0668483812624109,H,0.5317249875142044
0.1170261190387729,-0.06005852049276321,0.08607012620758472,0.12992799448695644,0.34915800083011744,H,0.5338058446421562
0.08939570078747201,0.28381687071653267,-0.25659446645961476,0.22805816152497557,0.044262910042404055,H,0.552156122951272
0.23720056161000183,0.01650201546707226,0.0935374104856875,0.20853964227478883,0.11072489059390067,H,0.5488251552342893
0.20465697000599795,-0.011189998365066109,-0.10635166869823674,0.15919656478738778,-0.026501892195007922,H,0.5426979048138432
0.1581482458969734,0.00024598597683116484,-0.05375336152016167,0.11362806859152189,-0.04854243716852772,H,0.5366600243729602
0.11543881936645509,0.23701118097151985,0.07509896426788569,0.11500568576936018,-0.032192927783114646,H,0.5370592900924686
0.11989945316522742,-0.03783518476404917,0.05702418864485885,0.14103356471692746,-0.04175188801501535,H,0.5402532141589701
0.14593982909485512,0.08906411534941187,0.04833400517780522,0.147936248725417,-0.03307489864633436,H,0.5410509467601942
