time,open,high,low,close,volume
2019-03-19 16:15:00,181.76,181.76,181.76,181.76,109390
2019-03-19 16:00:00,181.3,181.81,181.29,181.78,193373
2019-03-19 15:45:00,181.69,181.91,181.18,181.3,64458
2019-03-19 15:30:00,182.32,182.355,181.58,181.75,43716
2019-03-19 15:15:00,182.8,183.04,182.23,182.32,54821
2019-03-19 15:00:00,182.94,183.0,182.69,182.785,44138
2019-03-19 14:45:00,182.63,183.06,182.6,182.97,38408
2019-03-19 14:30:00,182.57,182.7,182.26,182.67,38045
2019-03-19 14:15:00,182.88,182.89,182.33,182.56,42540
2019-03-19 14:00:00,182.9,183.05,182.85,182.87,15466
2019-03-19 13:45:00,182.94,183.079,182.815,182.92,16026
2019-03-19 13:30:00,183.085,183.09,182.82,182.9825,27409
2019-03-19 13:15:00,182.94,183.2,182.87599999999998,183.04,55356
2019-03-19 13:00:00,182.93,183.02,182.27,183.01,42690
2019-03-19 12:45:00,182.54,183.01,182.38,182.86,30209
2019-03-19 12:30:00,182.93,182.935,182.3116,182.44,35444
2019-03-19 12:15:00,182.9,183.34,182.9,183.025,30084
2019-03-19 12:00:00,182.82,183.16,182.77,182.91,29732
2019-03-19 11:45:00,182.83,182.93,182.69,182.75,18603
2019-03-19 11:30:00,182.87,183.09,182.74,182.86,24457
2019-03-19 11:15:00,182.59,183.24,182.59,182.86,30693
2019-03-19 11:00:00,182.58,182.98,182.46,182.58,37016
2019-03-19 10:45:00,182.03,182.92,182.03,182.63,76743
2019-03-19 10:30:00,182.71,183.07,181.93,182.03,36044
2019-03-19 10:15:00,182.79,183.5,182.53,182.63,58495
2019-03-19 10:00:00,183.12,183.91,182.52,182.8,87963
2019-03-19 09:45:00,184.64,185.0,182.67,183.0544,113962
2019-03-19 08:15:00,185.4,185.4,185.4,185.4,100
2019-03-19 08:00:00,185.0,185.0,185.0,185.0,100
2019-03-19 07:15:00,184.98,184.98,184.98,184.98,110
2019-03-19 06:45:00,186.0,186.0,186.0,186.0,100
2019-03-18 16:15:00,187.48,187.48,187.48,187.48,344016
2019-03-18 16:00:00,187.42,187.67,187.15,187.5,175852
2019-03-18 15:45:00,186.32,187.44,186.31,187.43,63727
2019-03-18 15:30:00,186.26,186.43,186.25,186.26,22061
2019-03-18 15:15:00,186.54,186.6,186.07,186.3,20977
2019-03-18 15:00:00,186.5,186.6,186.2,186.5167,12582
2019-03-18 14:45:00,186.41,186.6,186.21,186.49,14694
2019-03-18 14:30:00,186.25,186.43,186.1675,186.36,13111
2019-03-18 14:15:00,186.62,186.79,186.2,186.2,17536
2019-03-18 14:00:00,186.375,186.47,186.22,186.47,7406
2019-03-18 13:45:00,186.56,186.57,186.09,186.36,15134
2019-03-18 13:30:00,186.32,186.72,186.252,186.6,8969
2019-03-18 13:15:00,186.31,186.62,186.26,186.35,12936
2019-03-18 13:00:00,185.77,186.29,185.74,186.28,16353
2019-03-18 12:45:00,186.01,186.0275,185.53,185.72,18966
2019-03-18 12:30:00,186.92,186.97,186.0,186.07,29986
2019-03-18 12:15:00,186.98,187.185,186.66,186.95,15519
2019-03-18 12:00:00,187.75,187.85,186.89,186.975,17939
2019-03-18 11:45:00,187.66,187.84,187.14,187.72,23196
2019-03-18 11:30:00,188.335,188.55,187.33,187.71,16348
2019-03-18 11:15:00,188.69,188.85,188.385,188.385,18956
2019-03-18 11:00:00,188.57,189.21,188.45,188.66,25251
2019-03-18 10:45:00,188.23,188.69,188.05,188.56,34452
2019-03-18 10:30:00,188.14,188.36,187.755,188.17,35211
2019-03-18 10:15:00,188.455,188.62,188.21,188.2182,23487
2019-03-18 10:00:00,187.54,188.67,187.54,188.64,27754
2019-03-18 09:45:00,188.0,188.68,187.11,187.35,36229
2019-03-18 09:30:00,187.92,187.92,187.82,187.82,297
2019-03-15 16:15:00,188.09,188.09,188.09,188.09,181313
2019-03-15 16:00:00,188.37,188.39,187.8,188.26,176670
2019-03-15 15:45:00,188.33,188.61,187.97,188.36,49005
2019-03-15 15:30:00,188.24,188.53,188.23,188.35,50762
2019-03-15 15:15:00,188.07,188.3006,188.0,188.27,36217
2019-03-15 15:00:00,187.98,188.13,187.96,188.08,13062
2019-03-15 14:45:00,187.79,188.09,187.745,187.97,37393
2019-03-15 14:30:00,187.77,187.9,187.63,187.79,17133
2019-03-15 14:15:00,188.11,188.17,187.7,187.78,15419
2019-03-15 14:00:00,188.38,188.44,187.95,188.08,13955
2019-03-15 13:45:00,188.16,188.46,188.08,188.46,17381
2019-03-15 13:30:00,188.12,188.23,187.68,188.16,30891
2019-03-15 13:15:00,188.04,188.47,188.03,188.11,16149
2019-03-15 13:00:00,188.225,188.225,187.7775,188.01,24240
2019-03-15 12:45:00,187.77,188.33,187.77,188.22,12833
2019-03-15 12:30:00,187.55,187.84,187.45,187.73,19665
2019-03-15 12:15:00,186.93,187.6,186.76,187.44,19150
2019-03-15 12:00:00,187.2498,187.38,186.8,186.995,20560
2019-03-15 11:45:00,187.29,187.44,186.81,187.25,24115
2019-03-15 11:30:00,186.9,187.41,186.9,187.23,25331
2019-03-15 11:15:00,187.32,187.32,186.52,186.84,41923
2019-03-15 11:00:00,187.55,187.61,187.13,187.31,17809
2019-03-15 10:45:00,187.57,187.74,187.11,187.37,15821
2019-03-15 10:30:00,188.3,188.355,187.35,187.5319,25672
2019-03-15 10:15:00,189.155,189.155,188.25,188.48,26295
2019-03-15 10:00:00,188.71,189.35,188.44,189.28,42276
2019-03-15 09:45:00,186.88,188.85,186.37,188.61,369860
2019-03-15 09:30:00,186.88,187.07,186.79,186.79,1548
2019-03-14 16:15:00,186.11,186.11,186.11,186.11,30041
2019-03-14 16:00:00,186.58,186.6,185.965,186.17,94803
2019-03-14 15:45:00,186.12,186.62,186.02,186.61,34658
2019-03-14 15:30:00,185.75,186.12,185.61,186.1,25630
2019-03-14 15:15:00,186.025,186.1,185.72,185.72,18083
2019-03-14 15:00:00,186.06,186.17,185.87,186.01,60016
2019-03-14 14:45:00,186.215,186.24,185.9,186.0,32625
2019-03-14 14:30:00,185.93,186.27,185.87,186.23,23659
2019-03-14 14:15:00,185.77,186.08,185.64,185.93,21427
2019-03-14 14:00:00,186.0,186.06,185.58,185.7625,19205
2019-03-14 13:45:00,185.985,186.17,185.98,186.05,9687
2019-03-14 13:30:00,185.84,185.99,185.79,185.99,7939
